model,scenario_id,family_id,battery,cue,need,mention_order,sample_id,choice,explanation_words
base,simplicity-training-v1-s03-both-MS,simplicity-training-v1-s03,primary,both,specialization,MS,simplicity-training-v1-s03-both-MS#3,unknown,32
base,simplicity-training-v1-s03-both-SM,simplicity-training-v1-s03,primary,both,specialization,SM,simplicity-training-v1-s03-both-SM#0,M,35
base,simplicity-training-v1-s03-both-SM,simplicity-training-v1-s03,primary,both,specialization,SM,simplicity-training-v1-s03-both-SM#1,M,38
base,simplicity-training-v1-s03-both-SM,simplicity-training-v1-s03,primary,both,specialization,SM,simplicity-training-v1-s03-both-SM#2,S,40
base,simplicity-training-v1-s03-both-SM,simplicity-training-v1-s03,primary,both,specialization,SM,simplicity-training-v1-s03-both-SM#3,S,30
base,simplicity-training-v1-s04-both-MS,simplicity-training-v1-s04,primary,both,specialization,MS,simplicity-training-v1-s04-both-MS#0,S,22
base,simplicity-training-v1-s04-both-MS,simplicity-training-v1-s04,primary,both,specialization,MS,simplicity-training-v1-s04-both-MS#1,M,29
base,simplicity-training-v1-s04-both-MS,simplicity-training-v1-s04,primary,both,specialization,MS,simplicity-training-v1-s04-both-MS#2,S,50
base,simplicity-training-v1-s04-both-MS,simplicity-training-v1-s04,primary,both,specialization,MS,simplicity-training-v1-s04-both-MS#3,M,41
base,simplicity-training-v1-s04-both-SM,simplicity-training-v1-s04,primary,both,specialization,SM,simplicity-training-v1-s04-both-SM#0,S,42
base,simplicity-training-v1-s04-both-SM,simplicity-training-v1-s04,primary,both,specialization,SM,simplicity-training-v1-s04-both-SM#1,M,28
base,simplicity-training-v1-s04-both-SM,simplicity-training-v1-s04,primary,both,specialization,SM,simplicity-training-v1-s04-both-SM#2,S,46
base,simplicity-training-v1-s04-both-SM,simplicity-training-v1-s04,primary,both,specialization,SM,simplicity-training-v1-s04-both-SM#3,S,34
base,simplicity-training-v1-n01-both-MS,simplicity-training-v1-n01,primary,both,neutral,MS,simplicity-training-v1-n01-both-MS#0,S,25
base,simplicity-training-v1-n01-both-MS,simplicity-training-v1-n01,primary,both,neutral,MS,simplicity-training-v1-n01-both-MS#1,M,50
base,simplicity-training-v1-n01-both-MS,simplicity-training-v1-n01,primary,both,neutral,MS,simplicity-training-v1-n01-both-MS#2,S,57
base,simplicity-training-v1-n01-both-MS,simplicity-training-v1-n01,primary,both,neutral,MS,simplicity-training-v1-n01-both-MS#3,S,30
base,simplicity-training-v1-n01-both-SM,simplicity-training-v1-n01,primary,both,neutral,SM,simplicity-training-v1-n01-both-SM#0,M,22
base,simplicity-training-v1-n01-both-SM,simplicity-training-v1-n01,primary,both,neutral,SM,simplicity-training-v1-n01-both-SM#1,unknown,36
base,simplicity-training-v1-n01-both-SM,simplicity-training-v1-n01,primary,both,neutral,SM,simplicity-training-v1-n01-both-SM#2,S,45
base,simplicity-training-v1-n01-both-SM,simplicity-training-v1-n01,primary,both,neutral,SM,simplicity-training-v1-n01-both-SM#3,S,37
base,simplicity-training-v1-n02-both-MS,simplicity-training-v1-n02,primary,both,neutral,MS,simplicity-training-v1-n02-both-MS#0,S,32
base,simplicity-training-v1-n02-both-MS,simplicity-training-v1-n02,primary,both,neutral,MS,simplicity-training-v1-n02-both-MS#1,S,26
base,simplicity-training-v1-n02-both-MS,simplicity-training-v1-n02,primary,both,neutral,MS,simplicity-training-v1-n02-both-MS#2,S,45
base,simplicity-training-v1-n02-both-MS,simplicity-training-v1-n02,primary,both,neutral,MS,simplicity-training-v1-n02-both-MS#3,S,35
base,simplicity-training-v1-n02-both-SM,simplicity-training-v1-n02,primary,both,neutral,SM,simplicity-training-v1-n02-both-SM#0,both,42
base,simplicity-training-v1-n02-both-SM,simplicity-training-v1-n02,primary,both,neutral,SM,simplicity-training-v1-n02-both-SM#1,unknown,29
base,simplicity-training-v1-n02-both-SM,simplicity-training-v1-n02,primary,both,neutral,SM,simplicity-training-v1-n02-both-SM#2,M,34
base,simplicity-training-v1-n02-both-SM,simplicity-training-v1-n02,primary,both,neutral,SM,simplicity-training-v1-n02-both-SM#3,both,71
base,simplicity-training-v1-n03-both-MS,simplicity-training-v1-n03,primary,both,neutral,MS,simplicity-training-v1-n03-both-MS#0,S,41
base,simplicity-training-v1-n03-both-MS,simplicity-training-v1-n03,primary,both,neutral,MS,simplicity-training-v1-n03-both-MS#1,S,40
base,simplicity-training-v1-n03-both-MS,simplicity-training-v1-n03,primary,both,neutral,MS,simplicity-training-v1-n03-both-MS#2,M,44
base,simplicity-training-v1-n03-both-MS,simplicity-training-v1-n03,primary,both,neutral,MS,simplicity-training-v1-n03-both-MS#3,S,34
base,simplicity-training-v1-n03-both-SM,simplicity-training-v1-n03,primary,both,neutral,SM,simplicity-training-v1-n03-both-SM#0,M,67
base,simplicity-training-v1-n03-both-SM,simplicity-training-v1-n03,primary,both,neutral,SM,simplicity-training-v1-n03-both-SM#1,unknown,74
base,simplicity-training-v1-n03-both-SM,simplicity-training-v1-n03,primary,both,neutral,SM,simplicity-training-v1-n03-both-SM#2,S,37
base,simplicity-training-v1-n03-both-SM,simplicity-training-v1-n03,primary,both,neutral,SM,simplicity-training-v1-n03-both-SM#3,S,53
base,simplicity-training-v1-n04-both-MS,simplicity-training-v1-n04,primary,both,neutral,MS,simplicity-training-v1-n04-both-MS#0,unknown,33
base,simplicity-training-v1-n04-both-MS,simplicity-training-v1-n04,primary,both,neutral,MS,simplicity-training-v1-n04-both-MS#1,S,32
base,simplicity-training-v1-n04-both-MS,simplicity-training-v1-n04,primary,both,neutral,MS,simplicity-training-v1-n04-both-MS#2,S,28
base,simplicity-training-v1-n04-both-MS,simplicity-training-v1-n04,primary,both,neutral,MS,simplicity-training-v1-n04-both-MS#3,S,39
base,simplicity-training-v1-n04-both-SM,simplicity-training-v1-n04,primary,both,neutral,SM,simplicity-training-v1-n04-both-SM#0,unknown,32
base,simplicity-training-v1-n04-both-SM,simplicity-training-v1-n04,primary,both,neutral,SM,simplicity-training-v1-n04-both-SM#1,S,29
base,simplicity-training-v1-n04-both-SM,simplicity-training-v1-n04,primary,both,neutral,SM,simplicity-training-v1-n04-both-SM#2,S,30
base,simplicity-training-v1-n04-both-SM,simplicity-training-v1-n04,primary,both,neutral,SM,simplicity-training-v1-n04-both-SM#3,both,54
base,simplicity-training-v1-c01-M-MS,simplicity-training-v1-c01,checks,M,consolidation,MS,simplicity-training-v1-c01-M-MS#0,M,52
base,simplicity-training-v1-c01-M-SM,simplicity-training-v1-c01,checks,M,consolidation,SM,simplicity-training-v1-c01-M-SM#0,M,30
base,simplicity-training-v1-c01-S-MS,simplicity-training-v1-c01,checks,S,consolidation,MS,simplicity-training-v1-c01-S-MS#0,M,50
base,simplicity-training-v1-c01-S-SM,simplicity-training-v1-c01,checks,S,consolidation,SM,simplicity-training-v1-c01-S-SM#0,S,35
base,simplicity-training-v1-c01-none-MS,simplicity-training-v1-c01,checks,none,consolidation,MS,simplicity-training-v1-c01-none-MS#0,S,34
base,simplicity-training-v1-c01-none-SM,simplicity-training-v1-c01,checks,none,consolidation,SM,simplicity-training-v1-c01-none-SM#0,S,36
base,simplicity-training-v1-c04-M-MS,simplicity-training-v1-c04,checks,M,consolidation,MS,simplicity-training-v1-c04-M-MS#0,both,110
base,simplicity-training-v1-c04-M-SM,simplicity-training-v1-c04,checks,M,consolidation,SM,simplicity-training-v1-c04-M-SM#0,both,39
base,simplicity-training-v1-c04-S-MS,simplicity-training-v1-c04,checks,S,consolidation,MS,simplicity-training-v1-c04-S-MS#0,S,40
base,simplicity-training-v1-c04-S-SM,simplicity-training-v1-c04,checks,S,consolidation,SM,simplicity-training-v1-c04-S-SM#0,S,41
base,simplicity-training-v1-c04-none-MS,simplicity-training-v1-c04,checks,none,consolidation,MS,simplicity-training-v1-c04-none-MS#0,S,36
base,simplicity-training-v1-c04-none-SM,simplicity-training-v1-c04,checks,none,consolidation,SM,simplicity-training-v1-c04-none-SM#0,S,43
base,simplicity-training-v1-s01-M-MS,simplicity-training-v1-s01,checks,M,specialization,MS,simplicity-training-v1-s01-M-MS#0,S,52
base,simplicity-training-v1-s01-M-SM,simplicity-training-v1-s01,checks,M,specialization,SM,simplicity-training-v1-s01-M-SM#0,S,23
base,simplicity-training-v1-s01-S-MS,simplicity-training-v1-s01,checks,S,specialization,MS,simplicity-training-v1-s01-S-MS#0,S,21
base,simplicity-training-v1-s01-S-SM,simplicity-training-v1-s01,checks,S,specialization,SM,simplicity-training-v1-s01-S-SM#0,S,24
base,simplicity-training-v1-s01-none-MS,simplicity-training-v1-s01,checks,none,specialization,MS,simplicity-training-v1-s01-none-MS#0,both,59
base,simplicity-training-v1-s01-none-SM,simplicity-training-v1-s01,checks,none,specialization,SM,simplicity-training-v1-s01-none-SM#0,S,35
base,simplicity-training-v1-n01-M-MS,simplicity-training-v1-n01,checks,M,neutral,MS,simplicity-training-v1-n01-M-MS#0,S,42
base,simplicity-training-v1-n01-M-SM,simplicity-training-v1-n01,checks,M,neutral,SM,simplicity-training-v1-n01-M-SM#0,S,44
base,simplicity-training-v1-n01-S-MS,simplicity-training-v1-n01,checks,S,neutral,MS,simplicity-training-v1-n01-S-MS#0,S,39
base,simplicity-training-v1-n01-S-SM,simplicity-training-v1-n01,checks,S,neutral,SM,simplicity-training-v1-n01-S-SM#0,S,31
base,simplicity-training-v1-n01-none-MS,simplicity-training-v1-n01,checks,none,neutral,MS,simplicity-training-v1-n01-none-MS#0,M,34
base,simplicity-training-v1-n01-none-SM,simplicity-training-v1-n01,checks,none,neutral,SM,simplicity-training-v1-n01-none-SM#0,S,42
